16.663727	16.663727	[Verse 1]
16.666667	16.666667	あの森で唄う青い鳥たち
22.444444	22.444444	おいで 肩に止まって
26.000000	26.000000	高く 今飛び立った
30.875022	30.875022	翼を持たない私にだって
36.662133	36.662133	ここで あなたを知って
40.222222	40.222222	強く 叫びたい言葉が
44.222222	44.222222	[Pre-chorus]
44.222222	44.222222	芽生えてく
47.777778	47.777778	自分らしさを呼び覚ました
54.000000	54.000000	世界へ 翔け出そう
59.777778	59.777778	[Chorus]
59.777778	59.777778	「明日も晴れ!」 って弾む想いを
64.222222	64.222222	夏の空へ蹴っ飛ばして
67.333333	67.333333	雨上がり 高鳴る日
70.000000	70.000000	深く呼吸をして待ってたんだ
74.666667	74.666667	もっともっと声にしたいから
78.444444	78.444444	これ以上私をもう
82.888889	82.888889	内緒にできない
86.666667	86.666667	ねぇ、あなたは?
90.000000	90.000000	<break>
103.777778	103.777778	[Verse 2]
103.777778	103.777778	線路沿い眺めた遠くの街へ
109.555556	109.555556	急ぐ 列車よりも
113.111111	113.111111	速く 変ってゆく
116.666667	116.666667	[Pre-chorus]
116.666667	116.666667	走り出すあなた 風と遊ぶみたいに
121.111111	121.111111	ほら、笑顔 どこだって行けるのに
125.777778	125.777778	連れだってくれて
129.555556	129.555556	ありがとう
130.888889	130.888889	[Chorus]
130.888889	130.888889	「明日へいこっ!」って2人自転車を
135.333333	135.333333	夏の海まで飛ばして
138.444444	138.444444	生きている 生きてゆく
141.111111	141.111111	熱く感じる日にやって来れた
145.777778	145.777778	もっともっと見せてくれたら
149.555556	149.555556	これ以上近くなれる
154.000000	154.000000	そんな気がした
157.777778	157.777778	ねぇ、あなたも?
162.000000	162.000000	<break>
173.111111	173.111111	[Bridge]
173.111111	173.111111	時にはねぇ 二人だけの
177.555556	177.555556	秘密も素敵じゃない?
181.111111	181.111111	こたえ思いのまま選んだならきっと
187.777778	187.777778	[Pre-chorus]
187.777778	187.777778	「明日も晴れ!」 って弾む想いを
192.222222	192.222222	夏の空へ蹴っ飛ばして
195.333333	195.333333	雨上がり 高鳴る日
198.000000	198.000000	深く呼吸をして待ってたんだ
202.666667	202.666667	[Chorus]
202.666667	202.666667	もっともっと声にしたいから
206.444795	206.444795	これ以上私をもう
210.888889	210.888889	内緒にできない
214.666667	214.666667	ねぇ、あなたは?
218.222222	218.222222	同じなんだ
221.333333	221.333333	<end>
