0.000000	0.000000	<artists Mafuyu:8888CC;Mizuki:DDAACC;Ena:CCAA88;MEIKO:DD4444;Kanade:BB6688>
5.647059	5.647059	[Verse 1]
5.647059	5.647059	<artist Mizuki>
5.647059	5.647059	交わる 線と線
8.470588	8.470588	着飾る 大好きな アレコレソレ
12.705882	12.705882	そう いつだって 譲れないアイデンティティ
17.647059	17.647059	<artist Mafuyu>
17.647059	17.647059	重なる 円と円
20.470588	20.470588	<artist Ena>
20.470588	20.470588	深まる たぶんもっと face to face
24.705882	24.705882	<artist Kanade>
24.705882	24.705882	ねえ いつだっけ 飛び越えられない マイノリティ
29.647059	29.647059	[Pre-chorus]
29.647059	29.647059	<artist Mizuki,MEIKO>
29.647059	29.647059	進めない 行き止まりでも
33.352941	33.352941	繋いでたいなら
35.294118	35.294118	<artist Mizuki>
35.294118	35.294118	外せない 秘め事
38.647059	38.647059	[Chorus]
38.647059	38.647059	<artist Mafuyu,Mizuki>
38.647059	38.647059	惹かれ 逢って 存在 綴る セカイ 共鳴らせたなら
44.470588	44.470588	<artist Ena,Mizuki>
44.470588	44.470588	ねぇこのままで ままで いられるかな
50.294118	50.294118	<artist Mizuki,Kanade>
50.294118	50.294118	淡い期待に通せんぼ 塞いで曖昧 知らん顔
55.941176	55.941176	<artist Mafuyu,Mizuki,Kanade,Ena>
55.941176	55.941176	こうやって繋いでいられたなら
61.411765	61.411765	<artist Mizuki>
61.411765	61.411765	いたいいたいのどっちだ 
64.588235	64.588235	[Verse 2]
64.588235	64.588235	<artist Mizuki,Mafuyu>
64.588235	64.588235	手探り 手繰り寄せても
67.411765	67.411765	<artist Mizuki,Ena>
67.411765	67.411765	繰り返し 絡まるの 気持ちの糸
71.647059	71.647059	<artist Mizuki,Kanade>
71.647059	71.647059	ねえ いつだって 諦めたままのディスタンス
76.764706	76.764706	[Pre-chorus]
76.764706	76.764706	<artist Mizuki,MEIKO>
76.764706	76.764706	キリのない 振り出しでも
80.470588	80.470588	繋いでたいから
82.411765	82.411765	<artist Mizuki>
82.411765	82.411765	外さない 秘め事
85.764706	85.764706	[Chorus]
85.764706	85.764706	<artist Ena,Mizuki>
85.764706	85.764706	巡り 逢って 存在 描く セカイ 共鳴らせたなら
91.411765	91.411765	<artist Mizuki,Kanade>
91.411765	91.411765	ねぇこのままで ままで いられるかな
97.235294	97.235294	<artist Mizuki,Mafuyu>
97.235294	97.235294	思い余って隠れんぼ 迷って混在 メランコリー
103.058824	103.058824	<artist Mafuyu,Mizuki,Kanade,Ena>
103.058824	103.058824	こうやって繋いでいられたなら
108.529412	108.529412	[Bridge]
108.529412	108.529412	<artist MEIKO>
108.529412	108.529412	縫い合わせて 編み合わせて
112.764706	112.764706	繕ってさ 何が出来るだろう
116.823529	116.823529	<artist Mizuki>
116.823529	116.823529	切り取って 笑って 距離とって
120.000000	120.000000	笑えるけど 笑えてるけど
127.058824	127.058824	<break>
143.647059	143.647059	[Chorus]
143.647059	143.647059	<artist Mizuki>
143.647059	143.647059	滲みだした境界 揺らぐ未来
146.647059	146.647059	伝えたなら もうこのままじゃ ままじゃ
151.941176	151.941176	<artist Mizuki,Kanade>
151.941176	151.941176	想い 逢って 存在 映す セカイ 共鳴らせたなら
157.764706	157.764706	<artist Mizuki,Ena>
157.764706	157.764706	ねぇこのままで ままで いられるかな
163.588235	163.588235	<artist Mizuki,Mafuyu>
163.588235	163.588235	淡い期待に通せんぼ 塞いで曖昧 知らん顔
169.411765	169.411765	<artist Mafuyu,Mizuki,Kanade,Ena>
169.411765	169.411765	こうやって繋いでいられるなら
176.294118	176.294118	<artist Mizuki>
176.294118	176.294118	いたいいたいのどっちだ
178.941176	178.941176	<end>
